ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ERSCode,ScientificName,EnglishName,CG_code,CG_descr,MCS_code,MCS_descr,StatsData
3,Marine fishes,33,Miscellaneous coastal fishes,LZZ,Liza spp,NA,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MGK,Moolgarda pedaraki,Longfin mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,RIC,Rhinomugil corsula,Corsula,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MCQ,Chaenomugil proboscideus,Snouted mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MXE,Myxus elongatus,Sand grey mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,NML,Neomyxus leuciscus,Acute-jawed mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,ODL,Oedalechilus labeo,Boxlip mullet,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,ODZ,Oedalechilus labiosus,Hornlip mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,VMC,Valamugil cunnesius,Longarm mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,VMH,Valamugil seheli,Bluespot mullet,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,VMP,Valamugil speigleri,Speigler's mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,VMX,Valamugil spp,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MSJ,Sicamugil hamiltonii,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,XET,Xenomugil thoburni,Thoburn's mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,IEH,Paramugil parmatus,Broad-mouthed mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,QPE,Planiliza melinopterus,Otomebora mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,QGP,Planiliza parsia,Goldspot mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,LZI,Planiliza subviridis,Greenback mullet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MUL,Mugilidae,Mullets nei,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,DTB,Dipterygonotus balteatus,Mottled fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,GMY,Gymnocaesio gymnoptera,Slender fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,TEC,Pterocaesio chrysozona,Goldband fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,TED,Pterocaesio digramma,Double-lined fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,TEI,Pterocaesio pisang,Banana fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,TET,Pterocaesio tessellata,One-stripe fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,UDH,Pterocaesio capricornis,Capricorn fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,UDK,Pterocaesio tile,Dark-banded fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,TZX,Pterocaesio spp,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CJC,Caesio caerulaurea,Blue and gold fusilier,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CJU,Caesio cuning,Redbelly yellowtail fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CJV,Caesio varilineata,Variable-lined fusilier,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CJZ,Caesio lunaris,Lunar fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,FJR,Caesio suevica,Suez fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,IFK,Caesio teres,Yellow and blueback fusilier,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,IHA,Caesio xanthonota,Yellowback fusilier,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,FUS,Caesio spp,Fusiliers Caesio nei,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CJX,Caesionidae,Fusiliers nei,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPJ,Centropomus unionensis,Union snook,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPU,Centropomus armatus,Armed snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPN,Centropomus ensiferus,Swordspine snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPD,Centropomus medius,Blackfin snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPG,Centropomus nigrescens,Black snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPP,Centropomus parallelus,Fat snook,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPS,Centropomus pectinatus,Tarpon snook,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPL,Centropomus robalito,Yellowfin snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,SNO,Centropomus undecimalis,Common snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,JPV,Centropomus viridis,White snook,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,JPM,Centropomus mexicanus,Largescale fat snook,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,ROB,Centropomus spp,Snooks(=Robalos) nei,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,HYK,Hypopterus macropterus,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,PWG,Psammoperca waigiensis,Waigieu seaperch,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EHG,Aethaloperca rogaa,Redmouth grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,AYG,Anyperodon leucogrammicus,Slender grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,OSB,Aporops bilinearis,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,UFT,Aulacocephalus temmincki,Goldribbon soapfish,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,BMX,Bathyanthias mexicanus,Yellowtail bass,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,BPH,Belonoperca chabanaudi,Arrowhead soapfish,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,IPL,Caesioperca lepidoptera,Butterfly perch,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,ITH,Caesioscorpis theagenes,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,RNL,Caprodon longimanus,Pink maomao,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,HDD,Chelidoperca hirundinacea,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,RTZ,Cratinus agassizii,Graery threadfin seabass,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,DLB,Diploprion bifasciatum,Barred soapfish,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EKJ,Ellerkeldia jamesoni,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFU,Epinephelides armatus,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MAB,Mycteroperca bonaci,Black grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MTI,Mycteroperca acutirostris,Comb grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MKJ,Mycteroperca jordani,Gulf grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MKM,Mycteroperca microlepis,Gag,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKC,Mycteroperca cidi,Venezuelan grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MKH,Mycteroperca phenax,Scamp,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKU,Mycteroperca rubra,Mottled grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKT,Mycteroperca tigris,Tiger grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKV,Mycteroperca venenosa,Yellowfin grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GBS,Mycteroperca xenarcha,Broomtail grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKF,Mycteroperca fusca,Island grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKN,Mycteroperca interstitialis,Yellowmouth grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MKR,Mycteroperca rosacea,Leopard grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,GPB,Mycteroperca spp,Brazilian groupers nei,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GPD,Epinephelus marginatus,Dusky grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GPW,Epinephelus aeneus,White grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EIU,Epinephelus undulosus,Wavy-lined grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPA,Epinephelus akaara,Hong Kong grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,ELD,Epinephelus diacanthus,Spinycheek grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEN,Epinephelus lanceolatus,Giant grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEC,Epinephelus maculatus,Highfin grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EER,Epinephelus merra,Honeycomb grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EIF,Epinephelus septemfasciatus,Convict grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFX,Epinephelus sexfasciatus,Sixbar grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPZ,Epinephelus stoliczkae,Epaulet grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPT,Epinephelus tauvina,Greasy grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GPN,Epinephelus striatus,Nassau grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFD,Epinephelus adscensionis,Rock hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GPS,Epinephelus analogus,Spotted grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EED,Epinephelus drummondhayi,Speckled hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEU,Epinephelus guttatus,Red hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEB,Epinephelus labriformis,Starry grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,GPR,Epinephelus morio,Red grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEY,Epinephelus mystacinus,Misty grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEQ,Epinephelus quernus,Hawaiian grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFJ,Epinephelus caninus,Dogtooth grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEA,Epinephelus fasciatus,Blacktip grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEG,Epinephelus goreensis,Dungat grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEP,Epinephelus morrhua,Comet grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFB,Epinephelus albomarginatus,White-edged grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFN,Epinephelus andersoni,Catface grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EPR,Epinephelus areolatus,Areolate grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EET,Epinephelus itajara,Atlantic goliath grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,MAR,Epinephelus malabaricus,Malabar grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPV,Epinephelus rivulatus,Halfmoon grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEV,Epinephelus flavocaeruleus,Blue-and-yellow grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFY,Epinephelus amblycephalus,Banded grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFW,Epinephelus awoara,Yellow grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFK,Epinephelus bleekeri,Duskytail grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFE,Epinephelus bruneus,Longtooth grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EFH,Epinephelus chlorostigma,Brownspotted grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPF,Epinephelus cifuentesi,Olive grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,ENI,Epinephelus coioides,Orange-spotted grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPK,Epinephelus costae,Goldblotch grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EPY,Epinephelus cyanopodus,Speckled blue grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,ESE,Epinephelus daemelii,Saddletail grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEF,Epinephelus fasciatomaculosus,Rock grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEE,Epinephelus heniochus,Bridled grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEX,Epinephelus hexagonatus,Starspotted grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EES,Epinephelus latifasciatus,Striped grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEM,Epinephelus macrospilos,Snubnose grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EEJ,Epinephelus magniscuttis,Speckled grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EEK,Epinephelus polyphekadion,Camouflage grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFQ,Epinephelus quoyanus,Longfin grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EIT,Epinephelus stictus,Black-dotted grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EIR,Epinephelus trimaculatus,Threespot grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWC,Epinephelus caeruleopunctatus,Whitespotted grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWF,Epinephelus fuscoguttatus,Brown-marbled grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWI,Epinephelus irroratus,Marquesan grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWM,Epinephelus miliaris,Netfin grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWU,Epinephelus multinotatus,White-blotched grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWP,Epinephelus poecilonotus,Dot-dash grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWR,Epinephelus retouti,Red-tipped grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWT,Epinephelus tuamotuensis,Reticulate grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWL,Epinephelus tukula,Potato grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWE,Epinephelus epistictus,Dotted grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWY,Epinephelus polylepis,Smallscaled grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWS,Epinephelus summana,Summan grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EZR,Epinephelus radiatus,Oblique-banded grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWG,Epinephelus posteli,Striped-fin grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWV,Epinephelus faveatus,Barred-chest grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EWW,Epinephelus longispinis,Longspine grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EZO,Epinephelus spilotoceps,Foursaddle grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EZP,Epinephelus melanostigma,One-blotch grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EWZ,Epinephelus chabaudi,Moustache grouper,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,EZQ,Epinephelus quinquefasciatus,Pacific goliath grouper,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GPX,Epinephelus spp,Groupers nei,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EXF,E. fuscoguttatus x E. lanceolatus,"Tiger-dragon grouper, hybrid",7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CBR,Serranus cabrilla,Comber,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,SRK,Serranus scriba,Painted comber,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,SRJ,Serranus hepatus,Brown comber,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,RNB,Serranus atrobranchus,Blackear bass,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,RNF,Serranus psittacinus,Barred serrano,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,ERB,Serranus subligarius,Belted sandfish,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,WSA,Serranus atricauda,Blacktail comber,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,WLJ,Serranus accraensis,Ghanian comber,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,WLK,Serranus africanus,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,DGK,Serranus huascarii,Flag serrano,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,BAS,Serranus spp,Combers nei,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,GGJ,Giganthias immaculatus,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,GSE,Grammistes sexlineatus,Goldenstriped soapfish,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,GMA,Grammistops ocellatus,Ocellate soapfish,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,HNE,Hemanthias aureorubens,Streamer bass,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,KSI,Hemanthias signifer,Damsel bass,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,IIM,Hemanthias peruanus,Splittail bass,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,HHN,Hypoplectrodes huntii,Redbanded perch,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,JBG,Jeboehlkia gladifer,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,LDP,Lepidoperca pulchella,Orange perch,3,Groundfish,24,Other groundfish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,LFU,Liopropoma africanum,African basslet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,LMK,Liopropoma eukrines,Wrasse bass,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,LZE,Luzonichthys earlei,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,MIF,Mirolabrichthys flavoguttatus,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,AHN,Anthias anthias,Swallowtail seaperch,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,DDW,Anthias noeli,Rosy jewelfish,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,BSB,Centropristis striata,Black seabass,7,Other marine fish,59,"Seabass, other",YES
3,Marine fishes,33,Miscellaneous coastal fishes,FHC,Centropristis philadelphica,Rock sea bass,7,Other marine fish,59,"Seabass, other",YES
3,Marine fishes,33,Miscellaneous coastal fishes,LSF,Alphestes afer,Mutton hamlet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,LST,Alphestes multiguttatus,Rivulated mutton hamlet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,LWV,Alphestes immaculatus,Pacific mutton hamlet,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,OTE,Othos dentex,NA,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CFL,Cephalopholis cruentata,Graysby,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CFJ,Cephalopholis fulva,Coney,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CFF,Cephalopholis argus,Peacock hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFT,Cephalopholis sonnerati,Tomato hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,EFA,Cephalopholis taeniops,Bluespotted seabass,7,Other marine fish,59,"Seabass, other",YES
3,Marine fishes,33,Miscellaneous coastal fishes,CFQ,Cephalopholis nigri,Niger hind,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CFY,Cephalopholis cyanostigma,Bluespotted hind,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CFH,Cephalopholis hemistiktos,Yellowfin hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CFM,Cephalopholis microprion,Freckled hind,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CFI,Cephalopholis miniata,Coral hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CFX,Cephalopholis sexmaculata,Sixblotch hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CFZ,Cephalopholis aurantia,Golden hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CWI,Cephalopholis igarashiensis,Garish hind,7,Other marine fish,62,Other marine fish,YES
3,Marine fishes,33,Miscellaneous coastal fishes,CWR,Cephalopholis spiloparaea,Strawberry hind,7,Other marine fish,62,Other marine fish,NO
3,Marine fishes,33,Miscellaneous coastal fishes,CWU,Cephalopholis urodeta,Darkfin hind,7,Other marine fish,62,Other marine fish,YES
