ERSCode,CG_code,CG_descr,MCS_code,MCS_descr,ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ScientificName,EnglishName,ProducedInScotland2021
ENM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Enobarbichthys maculatus,NA,FALSE
BMW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Chromobotia macracanthus,Clown loach,FALSE
YHM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Yasuhikotakia modesta,Redtail botia,FALSE
BOH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Syncrossus hymenophysa,Tiger loach,FALSE
PSI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Psilorhynchus sucatio,NA,FALSE
ABE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Aborichthys elongatus,NA,FALSE
BTO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Acanthocobitis botia,Mottled loach,FALSE
ANO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Annamia normani,NA,FALSE
BTA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Balitora annamitica,NA,FALSE
BTB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbatula barbatula,Stone loach,FALSE
BTD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Barbucca diabolica,NA,FALSE
BHS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Bhavania australis,NA,FALSE
CML,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Crossostoma lacustre,NA,FALSE
ELL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Ellopostoma megalomycter,NA,FALSE
GSB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Gastromyzon borneensis,NA,FALSE
GLE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Glaniopsis denudata,NA,FALSE
HMO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hemimyzon formosanum,NA,FALSE
HOI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Homaloptera bilineata,NA,FALSE
HQX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Homaloptera spp,NA,FALSE
HYE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Hypergastromyzon eubranchus,NA,FALSE
INE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Indoreonectes evezardi,NA,FALSE
LEH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Lefua echigonia,NA,FALSE
MIU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Micronemacheilus cruciatus,NA,FALSE
NEY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Nemacheilus abyssinicus,NA,FALSE
NMD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Nemacheilus denisoni,NA,FALSE
NEU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Neogastromyzon nieuwenhuisii,NA,FALSE
NEJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Neohomaloptera johorensis,NA,FALSE
NEE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Neonoemacheilus labeosus,NA,FALSE
ONO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Oreonectes anophthalmus,NA,FALSE
OTP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Orthrias panthera,NA,FALSE
PAK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Parhomaloptera microstoma,NA,FALSE
PHV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Physoschistura brunneanus,NA,FALSE
PYH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Protomyzon aphelocheilus,NA,FALSE
SUH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Schistura balteata,NA,FALSE
SRC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Sectoria atriceps,NA,FALSE
SWL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Sewellia lineolata,NA,FALSE
SZL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Sinogastromyzon puliensis,NA,FALSE
SYD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Sphaerophysa dianchiensis,NA,FALSE
SUI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Sundoreonectes tiomanensis,NA,FALSE
TVJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Travancoria jonesi,NA,FALSE
TYC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Triplophysa choprai,NA,FALSE
TGT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Troglocobitis starostini,NA,FALSE
TUA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Tuberoschistura cambodgiensis,NA,FALSE
VAI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Vaillantella cinnamomea,NA,FALSE
YUA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",Yunnanilus altus,NA,FALSE
AIE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Alticorpus macrocleithrum,NA,FALSE
AGV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Altolamprologus calvus,NA,FALSE
AII,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Amphilophus citrinellus,Midas cichlid,FALSE
AKT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Anomalochromis thomasi,NA,FALSE
GDS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Apistogrammoides pucallpaensis,NA,FALSE
HOK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Archocentrus centrarchus,Flier cichlid,FALSE
RKC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Aristochromis christyi,NA,FALSE
RTT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Asprotilapia leptura,NA,FALSE
ULD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Aulonocara auditor,NA,FALSE
ULW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Aulonocranus dewindti,NA,FALSE
BCK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Baileychromis centropomoides,NA,FALSE
BMI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Benthochromis tricoti,NA,FALSE
BMP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Biotodoma cupido,Greenstreaked eartheater,FALSE
BIE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Biotoecus opercularis,NA,FALSE
BEJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Boulengerochromis microlepis,Giant cichlid,FALSE
BMN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Buccochromis atritaeniatus,NA,FALSE
DGF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Buccochromis notataenia,NA,FALSE
BJC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Bujurquina cordemadi,NA,FALSE
LHP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Callochromis macrops,NA,FALSE
RCM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Caprichromis liemi,NA,FALSE
AQK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Caquetaia kraussii,NA,FALSE
DXS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cardiopharynx schoutedeni,NA,FALSE
BJA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chaetobranchopsis australis,NA,FALSE
TBF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chaetobranchus flavescens,NA,FALSE
HNH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chalinochromis brichardi,NA,FALSE
HSE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Champsochromis caeruleus,NA,FALSE
HHH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cheilochromis euchilus,NA,FALSE
HCN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chilochromis duponti,NA,FALSE
HHO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chilotilapia rhoadesii,NA,FALSE
HRB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chromidotilapia batesii,NA,FALSE
LRM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cleithracara maronii,Keyhole cichlid,FALSE
OPZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Copadichromis azureus,NA,FALSE
OVZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Copadichromis virginalis,Lake Malawi utaka,FALSE
DGI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Copadichromis spp,NA,FALSE
OSR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Corematodus shiranus,NA,FALSE
TXI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Ctenopharynx intermedius,Blackspot climbing perch,FALSE
UGL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cunningtonia longiventralis,NA,FALSE
YAF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cyathopharynx furcifer,Featherfin cichlid,FALSE
YCW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cyclopharynx fwae,NA,FALSE
YPE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cyprichromis leptosoma,NA,FALSE
YTO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cyrtocara moorii,NA,FALSE
DKF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Danakilia franchettii,NA,FALSE
DRM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Dicrossus maculatus,NA,FALSE
DMC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Dimidiochromis compressiceps,Malawi eyebiter,FALSE
DGJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Dimidiochromis kiwinge,NA,FALSE
DXG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Diplotaxodon greenwoodi,NA,FALSE
DGR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Diplotaxodon argenteus,NA,FALSE
DGU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Diplotaxodon ecclesi,NA,FALSE
DJW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Diplotaxodon limnothrissa,NA,FALSE
TLM,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis mossambicus,Mozambique tilapia,FALSE
TLN,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis niloticus,Nile tilapia,FALSE
OEA,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis aureus,Blue tilapia,FALSE
TLL,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis spilurus,Sabaki tilapia,FALSE
ORM,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis macrochir,Longfin tilapia,FALSE
ORU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis urolepis,Wami tilapia,FALSE
STA,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis andersonii,Three spotted tilapia,FALSE
OEL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis alcalicus,Magadi tilapia,FALSE
OEM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis amphimelas,NA,FALSE
OEG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis angolensis,NA,FALSE
OEU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis chungruruensis,NA,FALSE
OES,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis esculentus,NA,FALSE
OEH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis hunteri,NA,FALSE
OEJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis jipe,NA,FALSE
OER,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis karomo,Karomo,FALSE
OEO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis karongae,NA,FALSE
OEW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis korogwe,NA,FALSE
OEP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis lepidurus,NA,FALSE
OET,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis leucostictus,NA,FALSE
OEI,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis lidole,NA,FALSE
OCI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis malagarasi,NA,FALSE
OHO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis mortimeri,Kariba tilapia,FALSE
OHI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis pangani,NA,FALSE
OHU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis placidus,Black tilapia,FALSE
OHW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis rukwaensis,NA,FALSE
OHK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis saka,NA,FALSE
OIS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis salinicola,NA,FALSE
OIW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis schwebischi,NA,FALSE
OIH,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis shiranus,Tilapia shiranus,FALSE
OIQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis squamipinnis,NA,FALSE
OIT,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis tanganicae,NA,FALSE
OIP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis upembae,NA,FALSE
OEV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis variabilis,NA,FALSE
TLP,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis spp,Tilapias nei,FALSE
OXW,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis aureus x O. niloticus,"Blue-Nile tilapia, hybrid",FALSE
AXV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oreochromis andersonii x O. niloticus,NA,FALSE
SAR,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Sarotherodon galilaeus,Mango tilapia,FALSE
SAH,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Sarotherodon melanotheron,Blackchin tilapia,FALSE
IHE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma beani,Green guapote,FALSE
IHI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma bimaculatum,Black acara,FALSE
IHF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma facetum,Chameleon cichlid,FALSE
IHS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma istlanum,NA,FALSE
IHY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma cyanoguttatum,Rio Grande cichlid,FALSE
CHL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma managuense,Jaguar guapote,FALSE
CHK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma maculicauda,Blackbelt cichlid,FALSE
CHH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma urophthalmus,Mexican mojarra,FALSE
IHN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma nigrofasciatum,Convict cichlid,FALSE
IHC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma octofasciatum,Jack Dempsey,FALSE
IZL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma festae,Guayas cichlid,FALSE
CHX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichlasoma spp,Cichlasoma nei,FALSE
CLO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichla ocellaris,Peacock cichlid,FALSE
IHT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichla temensis,Speckled pavon,FALSE
DEK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichla monoculus,NA,FALSE
DEW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichla orinocensis,NA,FALSE
IGX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cichla spp,NA,FALSE
TLZ,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia zillii,Redbelly tilapia,FALSE
TLS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia sparrmanii,Banded tilapia,FALSE
TLG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia guineensis,Guinean tilapia,FALSE
TPB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia bakossiorum,NA,FALSE
TPO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia baloni,NA,FALSE
TPI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia bemini,NA,FALSE
TIB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia bilineata,NA,FALSE
TIV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia brevimanus,NA,FALSE
TIM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia busumana,NA,FALSE
TII,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia buttikoferi,Zebra tilapia,FALSE
TPY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia bythobates,NA,FALSE
TIR,1,Freshwater fish,7,Tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia cabrae,NA,FALSE
TAM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia cameronensis,NA,FALSE
TJC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia camerunensis,NA,FALSE
TJE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia cessiana,NA,FALSE
TJF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia coffea,NA,FALSE
TJG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia congica,NA,FALSE
TJD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia dageti,NA,FALSE
TJK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia deckerti,NA,FALSE
TJI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia discolor,NA,FALSE
TJV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia flava,NA,FALSE
TJU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia guinasana,Otjikoto tilapia,FALSE
TJT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia gutturosa,NA,FALSE
TJM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia imbriferna,NA,FALSE
TJJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia joka,NA,FALSE
TJA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia kottae,NA,FALSE
TJL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia louka,NA,FALSE
TJR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia margaritacea,NA,FALSE
TJP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia mariae,Spotted tilapia,FALSE
TJN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia nyongana,NA,FALSE
TJH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia rheophila,NA,FALSE
TJW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia ruweti,Okavango tilapia,FALSE
TJY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia snyderae,NA,FALSE
TJS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia spongotroktis,NA,FALSE
TIJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia tholloni,NA,FALSE
TLH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia thysi,NA,FALSE
TLW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tilapia walteri,NA,FALSE
EMF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Eclectochromis festivus,NA,FALSE
EDD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Ectodus descampsii,NA,FALSE
EOB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Enantiopus albini,NA,FALSE
ETY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Eretmodus cyanostictus,NA,FALSE
EXA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Exochochromis anagenys,Threespot torpedo,FALSE
FSR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Fossorochromis rostratus,NA,FALSE
GFL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Gephyrochromis lawsi,NA,FALSE
