ERSCode,CG_code,CG_descr,MCS_code,MCS_descr,ISSCAAP_Division_Code,ISSCAAP_Division_Desc,ISSCAAP_Group_Code,ISSCAAP_Group_Desc,ScientificName,EnglishName,ProducedInScotland2021
GNX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Gnathochromis permaxillaris,NA,FALSE
GOW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Gobiocichla ethelwynnae,NA,FALSE
GRJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Grammatotria lemairii,NA,FALSE
GWB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Greenwoodochromis bellcrossi,NA,FALSE
GUE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Guianacara oelemariensis,NA,FALSE
GMZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Gymnogeophagus balzanii,Argentine humphead,FALSE
HXI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Haplotaxodon microlepis,NA,FALSE
HBS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hemibates stenosoma,NA,FALSE
HJU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hemitaeniochromis urotaenia,NA,FALSE
HEX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hemitilapia oxyrhyncha,Giant Haplochromis,FALSE
HRP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Heros appendiculatus,NA,FALSE
HRT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Herotilapia multispinosa,Rainbow cichlid,FALSE
HRI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Heterochromis multidens,NA,FALSE
HOJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hoplarchus psittacus,NA,FALSE
HTD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hoplotilapia retrodens,NA,FALSE
HSN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hypselecara coryphaenoides,NA,FALSE
HSG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hypsophrys nicaraguensis,Moga,FALSE
IDP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Iodotropheus sprengerae,Lavender mbuna,FALSE
IRH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Iranocichla hormuzensis,NA,FALSE
KOD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Konia dikume,Dikume,FALSE
KOG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Krobia guianensis,NA,FALSE
LTV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Laetacara flavilabris,NA,FALSE
LIE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Lepidiolamprologus attenuatus,NA,FALSE
LTX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Lestradea perspicax,NA,FALSE
LNU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Lethrinops albus,NA,FALSE
LNC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Lichnochromis acuticeps,Malawi gar,FALSE
LIV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Limbochromis cavalliensis,NA,FALSE
LNE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Limnochromis abeelei,NA,FALSE
MLI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Macropleurodus bicolor,NA,FALSE
MVF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Maravichromis formosus,NA,FALSE
DMJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Docimodus johnstoni,NA,FALSE
MOV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Mesonauta festivus,Flag cichlid,FALSE
MIZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Microchromis zebroides,NA,FALSE
MHR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Microdontochromis rotundiventralis,NA,FALSE
MFR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Microgeophagus ramirezi,Ram cichlid,FALSE
MKY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Myaka myaka,Myaka,FALSE
NVC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Naevochromis chrysogaster,NA,FALSE
NCS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Nanochromis consortus,NA,FALSE
NRN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Neetroplus nematopus,NA,FALSE
NRU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Neolamprologus boulengeri,NA,FALSE
NMV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Nimbochromis fuscotaeniatus,Fuscotaeniatus,FALSE
DJY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Nimbochromis polystigma,NA,FALSE
NYB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Nyassachromis breviceps,NA,FALSE
OFB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Ophthalmotilapia boops,NA,FALSE
OFG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Otopharynx argyrosoma,NA,FALSE
OXO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Oxylapia polli,NA,FALSE
RCB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Paracyprichromis brieni,NA,FALSE
RIV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Paralabidochromis victoriae,NA,FALSE
RNC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Parananochromis caudifasciatus,NA,FALSE
RTN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Paratilapia polleni,NA,FALSE
RRD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Paretroplus damii,NA,FALSE
ELK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pelmatochromis buettikoferi,NA,FALSE
EVH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pelvicachromis humilis,NA,FALSE
RLJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicichla johanna,NA,FALSE
RLX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicichla saxatilis,Ringtail pike cichlid,FALSE
RLT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicichla alta,NA,FALSE
RLD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicichla lepidota,Pike cichlid,FALSE
RZB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicichla lenticulata,NA,FALSE
RZC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicichla lugubris,NA,FALSE
ERI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Perissodus eccentricus,NA,FALSE
ETD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Petenia splendida,NA,FALSE
YFF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cyphotilapia frontosa,Humphead cichlid,FALSE
HNL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pharyngochromis darlingi,NA,FALSE
LSR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Placidochromis electra,Deep-water hap,FALSE
LNN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Platygnathochromis melanonotus,Haplochromis yellow black line,FALSE
TDN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Platytaeniodus degeni,NA,FALSE
PCV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Plecodus elaviae,NA,FALSE
RTS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Protomelas annectens,NA,FALSE
UCN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudocrenilabrus nicholsi,NA,FALSE
USV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudosimochromis curvifrons,NA,FALSE
GFA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Geophagus brasiliensis,Pearl cichlid,FALSE
GFW,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Geophagus proximus,NA,FALSE
GHQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Geophagus abalios,NA,FALSE
GHU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Geophagus pellegrini,NA,FALSE
GHV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Geophagus steindachneri,NA,FALSE
GXX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Geophagus spp,NA,FALSE
LNR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Limnotilapia dardennii,NA,FALSE
XEH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Xenochromis hecqui,NA,FALSE
ECY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Petrochromis polyodon,NA,FALSE
XTB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Xenotilapia bathyphila,NA,FALSE
HJB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hemichromis bimaculatus,Jewelfish,FALSE
HJF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Hemichromis fasciatus,Banded jewelfish,FALSE
ERC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Etroplus maculatus,Orange chromide,FALSE
ETS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Etroplus suratensis,Pearlspot,FALSE
TOC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Astronotus ocellatus,Oscar,FALSE
AST,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Astronotus spp,Velvety cichlids,FALSE
UNM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pungu maclareni,NA,FALSE
BHX,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Bathybates ferox,NA,FALSE
IBZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Bathybates minor,NA,FALSE
HCK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Haplochromis acidens,NA,FALSE
HID,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Haplochromis desfontainii,NA,FALSE
HIR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Haplochromis burtoni,NA,FALSE
HRY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Haplochromis nyererei,NA,FALSE
CIM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Haplochromis spp,Mouthbrooding cichlids,FALSE
LLC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Lamprologus callipterus,NA,FALSE
LHJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Lobochilotes labiatus,NA,FALSE
RRC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Reganochromis calliurus,NA,FALSE
REF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Retroculus lapidifera,NA,FALSE
TCH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Ptychochromis oligacanthus,NA,FALSE
AER,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Aequidens rivulatus,Green terror,FALSE
AQP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Aequidens portalegrensis,NA,FALSE
AQU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Aequidens pulchrus,Blue acara,FALSE
TCJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pterochromis congicus,NA,FALSE
UDE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudotropheus ater,NA,FALSE
UDR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudotropheus aurora,NA,FALSE
UDL,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudotropheus callainos,NA,FALSE
UDO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudotropheus elongatus,Elongate mbuna,FALSE
UFF,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudotropheus tropheops,NA,FALSE
UFZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pseudotropheus zebra,Zebra mbuna,FALSE
EIG,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Petrotilapia genalutea,NA,FALSE
MJT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Melanochromis auratus,Golden mbuna,FALSE
MJH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Melanochromis johannii,Bluegray mbuna,FALSE
LHE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Labidochromis caeruleus,Blue streak hap,FALSE
LFE,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Labeotropheus fuelleborni,Blue mbuna,FALSE
GCN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Genyochromis mento,NA,FALSE
YAO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Cyathochromis obliquidens,NA,FALSE
YMQ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Symphysodon aequifasciata,Blue discus,FALSE
TFU,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Pterophyllum altum,NA,FALSE
AIK,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Acarichthys heckelii,Threadfin acara,FALSE
AAV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Acaronia vultuosa,NA,FALSE
RCJ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Astatoreochromis alluaudi,NA,FALSE
TMI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tylochromis aristoma,NA,FALSE
TME,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tyrannochromis macrostoma,NA,FALSE
TPP,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Satanoperca acuticeps,Sharphead eartheater,FALSE
SZD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Schubotzia eduardiana,NA,FALSE
SWN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Schwetzochromis neodon,NA,FALSE
SJI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Sciaenochromis ahli,Electric blue hap,FALSE
HTV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Chetia flaviventris,Canary kurper,FALSE
JUD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Julidochromis dickfeldi,NA,FALSE
TMV,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tramitichromis brevis,NA,FALSE
TMC,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Trematocara caparti,NA,FALSE
TMS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Trematochromis schreyeni,NA,FALSE
TML,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Trematocranus labifer,NA,FALSE
TCM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Triglachromis otostigma,NA,FALSE
TMR,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tristramella sacra,NA,FALSE
TFN,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tropheus annectens,NA,FALSE
UAA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Uaru amphiacanthoides,Uaru,FALSE
RKA,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Serranochromis angusticeps,Thinface cichlid,FALSE
YBB,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Serranochromis robustus,Yellow-belly bream,FALSE
RRI,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Crenicara filamentosa,Chessboard cichlid,FALSE
ICT,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Simochromis babaulti,NA,FALSE
TDY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Spathodus erythrodon,NA,FALSE
TSS,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Steatocranus casuarius,Lionhead cichlid,FALSE
TGO,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Stigmatochromis modestus,NA,FALSE
TMM,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Stomatepia mariae,Nsess,FALSE
TCD,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Taeniacara candidi,NA,FALSE
TAH,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Taeniochromis holotaenia,NA,FALSE
TIY,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Taeniolethrinops cyrtonotus,NA,FALSE
TAZ,1,Freshwater fish,8,Other freshwater fish,1,Freshwater fishes,12,Tilapias and other cichlids,Tahuantinsuyoa macantzatza,NA,FALSE
